zone_id,avg_zone_trip_length,geometry,cat
Zone 1,11.858210180623974,"list(list(c(-120.140652373099, -120.140740505274, -120.140436961556, -120.140182314404, -120.139968336249, -120.139864099384, -120.139700967549, -120.139418242656, -120.139001890794, -120.138219687483, -120.137993977543, -120.137714866996, -120.137409003438, -120.137008585593, -120.13670507318, -120.136420045659, -120.136076150306, -120.135765676823, -120.135490005405, -120.135381129263, -120.135006664882, -120.134729439375, -120.134951874431, -120.134705746136, -120.134789478875, -120.13470838524, 
-120.134706570807, -120.135071225765, -120.135557732138, -120.136011621895, -120.136649672874, -120.137206937712, -120.137764477491, -120.137758813994, -120.137755854251, -120.137753068226, -120.137647147421, -120.147150661456, -120.152918309723, -120.152942613263, -120.153019573905, -120.153046484538, -120.152972958574, -120.164998159105, -120.174397965688, -120.183561232169, -120.184103247996, -120.18422091727, -120.190716471483, -120.190849879696, -120.190984947243, -120.191196850711, -120.191373046888, 
-120.191937610839, -120.192410928573, -120.192720909611, -120.193560556623, -120.194357769488, -120.194852212451, -120.195043426104, -120.195122793129, -120.19509725793, -120.195078973179, -120.195071766391, -120.194990507911, -120.194898912454, -120.194167665797, -120.193508477985, -120.192758975905, -120.192381419413, -120.192284778358, -120.19251170212, -120.193090635053, -120.193633969082, -120.19425451637, -120.194966110869, -120.196008536374, -120.196965497053, -120.197895328486, -120.198802014643, 
-120.199527162902, -120.199872235379, -120.200281513751, -120.200514612011, -120.200417768673, -120.200313284694, -120.200335953227, -120.200436768116, -120.200628223203, -120.200793763986, -120.200932445354, -120.200972873386, -120.201109632023, -120.201222397503, -120.201196621344, -120.200769338477, -120.200356470898, -120.199839061572, -120.199891090339, -120.199844200161, -120.199811935066, -120.199696400464, -120.199396777988, -120.19882272354, -120.198303761271, -120.198122400567, -120.198053841332, 
-120.198252874525, -120.198120321495, -120.198043346492, -120.197803399534, -120.197620935838, -120.197445549984, -120.197046268215, -120.196871062127, -120.196667818876, -120.196471965925, -120.196247886764, -120.196150541472, -120.195859699028, -120.195547269649, -120.195273658585, -120.195006905602, -120.194683396278, -120.194366876767, -120.194113515916, -120.193810836878, -120.19343801103, -120.192959422181, -120.192600481937, -120.192241406239, -120.1918580077, -120.191537996926, -120.191009820733, 
-120.190260290391, -120.189932182374, -120.189512827152, -120.18926987955, -120.188995242067, -120.188397915581, -120.188018376047, -120.187540157527, -120.187195693259, -120.186949370666, -120.186626141179, -120.186337624001, -120.185971929103, -120.185718661242, -120.185326200545, -120.185071688369, -120.184808748973, -120.184461538, -120.184142592093, -120.183956901552, -120.183788723721, -120.183641782309, -120.183473966951, -120.183270360825, -120.183046523742, -120.182875508044, -120.182669923708, 
-120.18261450414, -120.182517432884, -120.18234960093, -120.182210491332, -120.182040121543, -120.181746231282, -120.181497341333, -120.181090681966, -120.180845216297, -120.180592538376, -120.180319261902, -120.180094574529, -120.179842303922, -120.179385847764, -120.179020649805, -120.178683077487, -120.178380844108, -120.177903105633, -120.177636419701, -120.177433102882, -120.177222994117, -120.177012697107, -120.176809066245, -120.176556433449, -120.176210801625, -120.175611825881, -120.175266644795, 
-120.174942494712, -120.174589836244, -120.174217676422, -120.173781356002, -120.173352270886, -120.172676503752, -120.172255867409, -120.171777495735, -120.171219656103, -120.170624591104, -120.16988675303, -120.168729464135, -120.168209533936, -120.167724914828, -120.167226274256, -120.166609323981, -120.166168839223, -120.165730207195, -120.165156666351, -120.164585664487, -120.16398323452, -120.16356662699, -120.16322921803, -120.16294658048, -120.162586955442, -120.162160206916, -120.161881602887, 
-120.161567919928, -120.161013018114, -120.160591808812, -120.160264465756, -120.159754232539, -120.15942508613, -120.158978383884, -120.158739318679, -120.158424867131, -120.158252824756, -120.157876637996, -120.157442333159, -120.15691289283, -120.156569382728, -120.156200564374, -120.155946353681, -120.15588747533, -120.15583574881, -120.155764461468, -120.155689054557, -120.155372028009, -120.155204911851, -120.155084472187, -120.155117515053, -120.155121768488, -120.155014920061, -120.154856306798, 
-120.154611772958, -120.154424557805, -120.154237522257, -120.154050685217, -120.153863649082, -120.153636147074, -120.153549116062, -120.153390771859, -120.153103697376, -120.152881025138, -120.152607572383, -120.152273038585, -120.152705107061, -120.152194640902, -120.151904812544, -120.151653138395, -120.151376658392, -120.151090124937, -120.150874745922, -120.150598731615, -120.150349337739, -120.149974826545, -120.149627601902, -120.149252948588, -120.148900684972, -120.148825053609, -120.148362547211, 
-120.147755839579, -120.146878218806, -120.146574713188, -120.145049951342, -120.144740450954, -120.144457876311, -120.143750232173, -120.143672945868, -120.14329107116, -120.142941093382, -120.142692495234, -120.142527881831, -120.142013824534, -120.141776676886, -120.141608381563, -120.141405667951, -120.141279125349, -120.141111222002, -120.141113282859, -120.141328642999, -120.140989008724, -120.14075188486, -120.140652373099, 39.0733715666051, 39.0730582974663, 39.0731997404556, 39.0733196496755, 
39.0734071046939, 39.0732279469928, 39.0730475110105, 39.072820904995, 39.0725168234659, 39.071947831112, 39.0717647296968, 39.0715699603291, 39.0713623827284, 39.0711349380204, 39.0709654547068, 39.0708587701777, 39.0706429941792, 39.0705637318758, 39.0703922586791, 39.0701133985363, 39.0701317085776, 39.0699751934345, 39.069901691799, 39.0696666321964, 39.0684412342471, 39.067943438272, 39.0673399118089, 39.0673402683624, 39.0672547040125, 39.067340347659, 39.0673189235386, 39.0672900292022, 39.0672908332378, 
39.065804202654, 39.0643221417611, 39.0634256720573, 39.062691754705, 39.0531742434681, 39.0533941162146, 39.0529011748599, 39.049357408759, 39.0457919084164, 39.0383619244831, 39.0385322532662, 39.038462317125, 39.0383916746014, 39.0325539808104, 39.0310468760041, 39.0309295949552, 39.0311318958475, 39.0317600527463, 39.0319755918715, 39.032154809683, 39.0326528362321, 39.0332164183225, 39.0334151234433, 39.0341218089179, 39.0348476689073, 39.0353746271688, 39.035828821096, 39.0364121984567, 39.0373587941699, 
39.0379898918158, 39.0382423283904, 39.0387358098514, 39.0392920570745, 39.041159709628, 39.0427443991102, 39.0440081123943, 39.0448742667196, 39.0455255267045, 39.046194950032, 39.0467286079033, 39.0471371189411, 39.0475525197702, 39.0477852506404, 39.0479728706207, 39.047946619735, 39.0479751584093, 39.0477070431575, 39.0476240754948, 39.0476866689292, 39.0479637027618, 39.0482725979836, 39.0488698197293, 39.0492420380828, 39.0496558074904, 39.0504007444384, 39.0514099774007, 39.0521566056324, 
39.0529549444986, 39.0531876630678, 39.0537615836432, 39.0542348022998, 39.0550462766007, 39.0557696844339, 39.0564926962906, 39.0576509856607, 39.0585864397023, 39.0593624578705, 39.0603182448223, 39.0616366574185, 39.0627889632858, 39.0638136758319, 39.0645395932594, 39.0651211143362, 39.0657535907456, 39.0659003873498, 39.0661289436513, 39.0664532506947, 39.066228906733, 39.0660987862409, 39.0659414473865, 39.0655920623869, 39.0653986837421, 39.0652240889199, 39.0650132589154, 39.0647131169544, 
39.0645085925889, 39.0642012722787, 39.0639756200823, 39.0637939446589, 39.0636841490479, 39.0636209522894, 39.0635845878083, 39.0635554991357, 39.0635457790343, 39.0635019461685, 39.0634429932831, 39.0634348120593, 39.0634716751209, 39.0634416410168, 39.0633918504947, 39.063370282786, 39.0634088242442, 39.0635439259245, 39.0636599052399, 39.0636791670779, 39.0636506495651, 39.0635048433596, 39.0634161348037, 39.0632850812735, 39.0632134274053, 39.0631480966972, 39.0630668510754, 39.0630026742373, 
39.0629406059382, 39.0629295138859, 39.0629627646174, 39.0628006520675, 39.0625839318346, 39.0623186605473, 39.0620796433006, 39.0619090499429, 39.061742484033, 39.0615663284501, 39.0613997519387, 39.0612161353173, 39.0609519942522, 39.0606458721277, 39.0602776338967, 39.0600809591056, 39.0598493889919, 39.0595296665266, 39.0591821320716, 39.0588219397375, 39.0585011527163, 39.058273727152, 39.0580145739749, 39.0578230865976, 39.0576317980942, 39.0574320584024, 39.0572850460568, 39.0571027513905, 
39.0568359431249, 39.0567197862127, 39.0566479194589, 39.0565750857776, 39.0563809203357, 39.0561990142197, 39.0560694305943, 39.0558769713857, 39.055720551336, 39.0555999833459, 39.0554897592919, 39.0553145056699, 39.0552733667726, 39.0552531453559, 39.055226394031, 39.0551848146072, 39.0551476990715, 39.0551057488623, 39.0550635256751, 39.0549842235342, 39.0549554364041, 39.0549699581766, 39.0551137054185, 39.0552425894316, 39.0553565148573, 39.0557288581996, 39.0558885235291, 39.0560580401872, 
39.0563297289208, 39.0567952769725, 39.0570014923816, 39.0572444528103, 39.0576546903241, 39.0582199419057, 39.0587402988245, 39.0590402676492, 39.0593102964075, 39.0596952607127, 39.0601036658068, 39.0604563776768, 39.06074398746, 39.0609950080257, 39.0613887539856, 39.06177835226, 39.0621027260019, 39.0626211517627, 39.0629269620397, 39.0632813257115, 39.0634950586425, 39.0637557137081, 39.0639045425242, 39.0641941011061, 39.0644945685396, 39.0648513433928, 39.0650683493716, 39.0654016881466, 39.0657144429928, 
39.0661015312625, 39.0663101285726, 39.0665012385953, 39.0668185813845, 39.0672179324084, 39.0674972190573, 39.0676798286298, 39.0680175762451, 39.0683699028265, 39.0685659701453, 39.0684176290241, 39.0687834858855, 39.0689462038338, 39.0691089168438, 39.0692761289484, 39.0694388413137, 39.0696768462829, 39.0701928145366, 39.0704606000548, 39.0708016855329, 39.0710644562549, 39.0713871544905, 39.0717858261791, 39.0720702730282, 39.0721921869917, 39.0721306620154, 39.0720482845162, 39.071914778829, 
39.0717392756806, 39.0716062969763, 39.0714756287637, 39.0714020465162, 39.0713539212576, 39.0713497250001, 39.0713502719119, 39.0713507870964, 39.0709642487675, 39.0711149796025, 39.0709695687506, 39.0708221475296, 39.0707112884322, 39.0708200186117, 39.0708698685498, 39.0708247378831, 39.0708858729316, 39.071123791418, 39.0711419491456, 39.0712624471168, 39.0714136793963, 39.0715515321891, 39.0718827408761, 39.0720735849333, 39.0722617023035, 39.0725407830993, 39.0727653491568, 39.072905703785, 
39.0731422780604, 39.0738411818997, 39.0736376497832, 39.0735950594656, 39.0733715666051)))",8-13 mi
Zone 2,11.787870741482966,"list(list(c(-120.129483928961, -120.129160788051, -120.128936365197, -120.128698592764, -120.128512850092, -120.128252904903, -120.128022059936, -120.127754639375, -120.127452397445, -120.127203777945, -120.126968679699, -120.12669097977, -120.126449780663, -120.126097363908, -120.126169404132, -120.126201586344, -120.12558556308, -120.124722831181, -120.124527710212, -120.123759017209, -120.123877013493, -120.123794548673, -120.123429751896, -120.123165170717, -120.121001923962, -120.120186202746, 
-120.120335365802, -120.121165825242, -120.122288436366, -120.12254164643, -120.123082752287, -120.123250758108, -120.123407754595, -120.123569441298, -120.123728953227, -120.123927420741, -120.124237817022, -120.124519831651, -120.124936094806, -120.125015656357, -120.125018061996, -120.125024680548, -120.125031296982, -120.125011993966, -120.125777365437, -120.126223487244, -120.126833939246, -120.127873200216, -120.128912462834, -120.129969039489, -120.131025434456, -120.13208056829, -120.133137868101, 
-120.13418849344, -120.134227221586, -120.147150661456, -120.137647147421, -120.137753068226, -120.137755854251, -120.137758813994, -120.137764477491, -120.137206937712, -120.136649672874, -120.136011621895, -120.135557732138, -120.135071225765, -120.134706570807, -120.13470838524, -120.134789478875, -120.134705746136, -120.134951874431, -120.134729439375, -120.134383263122, -120.134060321367, -120.133711007749, -120.133361161278, -120.133063051109, -120.132680485185, -120.132255839646, -120.13196669458, 
-120.131605590491, -120.131258558038, -120.130935600263, -120.130388007965, -120.130067797381, -120.129816894022, -120.129483928961, 39.0700229762597, 39.0698267091909, 39.0696863451507, 39.0695012973008, 39.0693801637801, 39.0691979622687, 39.0690735344234, 39.068959096296, 39.0687690198497, 39.0686495719693, 39.0685432739205, 39.0683840669587, 39.0681968526585, 39.0680469754015, 39.0678380457787, 39.0675677941707, 39.0674707111502, 39.0671462527178, 39.0674155586536, 39.067054729563, 39.0667434794291, 
39.0665056288383, 39.0662938757649, 39.0663728832194, 39.0655588387717, 39.0652608912319, 39.0649664734054, 39.0634722220955, 39.0612070537807, 39.0616268558085, 39.0625239526805, 39.0627991071305, 39.0630201001259, 39.0632092280014, 39.0633674473957, 39.0635374369713, 39.0638642975735, 39.064002770969, 39.0643292665641, 39.0618337934234, 39.0613653429202, 39.0598833737474, 39.0584014024339, 39.0565693934108, 39.0565046936867, 39.056504286659, 39.0565037279974, 39.0565023241963, 39.0565009120469, 
39.056499917037, 39.0565034124122, 39.056502361792, 39.0565013566853, 39.056504681382, 39.0528348779806, 39.0531742434681, 39.062691754705, 39.0634256720573, 39.0643221417611, 39.065804202654, 39.0672908332378, 39.0672900292022, 39.0673189235386, 39.067340347659, 39.0672547040125, 39.0673402683624, 39.0673399118089, 39.067943438272, 39.0684412342471, 39.0696666321964, 39.069901691799, 39.0699751934345, 39.0698545004333, 39.0697941213804, 39.0697674824204, 39.0697431076579, 39.0697545026272, 39.0697343846676, 
39.0698021053727, 39.0698729382139, 39.0699389466936, 39.0699189951865, 39.0698758735559, 39.0700775160578, 39.0701536825861, 39.0701311440531, 39.0700229762597)))",8-13 mi
Zone 3,15.260898123324397,"list(list(c(-120.113861206029, -120.113499039113, -120.113332025609, -120.113488400145, -120.113660987009, -120.113792002841, -120.113590632841, -120.113105424853, -120.112853483025, -120.112763604588, -120.112535428598, -120.111885434726, -120.111049269439, -120.110711132595, -120.110533117897, -120.11063505835, -120.111526470732, -120.112837388947, -120.115075485756, -120.115443574482, -120.115782595852, -120.116055727529, -120.116776794696, -120.117589060209, -120.118218576167, -120.11836940938, 
-120.118977884291, -120.119569499481, -120.120048367381, -120.120216261329, -120.120124320686, -120.120088183742, -120.119877543301, -120.119615202623, -120.119582218348, -120.119761080773, -120.120057199744, -120.120703150364, -120.121207889544, -120.121622620081, -120.121877989507, -120.12184796479, -120.121766051642, -120.121712936179, -120.121501113768, -120.120923056806, -120.120454050457, -120.120216065026, -120.11974151699, -120.119272942194, -120.118540180171, -120.11793700494, -120.117394582968, 
-120.116969030279, -120.116722833465, -120.116714486701, -120.116494791135, -120.115975094043, -120.115698039134, -120.115462051869, -120.115242346266, -120.11499432417, -120.114720130307, -120.11453206205, -120.114627077689, -120.114855216543, -120.115404669297, -120.115755832836, -120.116016280887, -120.116341568264, -120.116351976507, -120.116640331084, -120.117186542608, -120.117757432064, -120.118190264119, -120.118489007709, -120.118787744776, -120.119077451623, -120.119177722771, -120.119272985937, 
-120.119433030037, -120.119516641784, -120.119461657926, -120.11940409365, -120.119356203328, -120.119323876513, -120.119424337457, -120.119405636632, -120.119261243397, -120.119040420606, -120.118877243497, -120.118713423743, -120.118696017115, -120.118854122116, -120.11902649716, -120.118990745076, -120.118727146261, -120.118955198326, -120.119642008222, -120.120104624864, -120.120487832514, -120.12096427784, -120.122838187444, -120.123410651689, -120.125149336774, -120.125149646777, -120.125071149978, 
-120.125314319647, -120.126080491404, -120.126143826377, -120.126332682566, -120.128973135139, -120.134131380907, -120.137186766747, -120.138067415256, -120.14031071802, -120.144955060679, -120.145184998647, -120.145181370541, -120.145155277984, -120.145106731466, -120.145035727709, -120.144942291153, -120.144826451962, -120.144688245093, -120.144527714577, -120.144344909269, -120.144139884826, -120.143912707204, -120.143663447392, -120.143392178279, -120.143098985784, -120.142783960354, -120.142447196995, 
-120.142088802589, -120.141708882595, -120.141307558812, -120.140884948513, -120.140441186138, -120.139976404125, -120.139490746236, -120.138984363489, -120.138457406765, -120.137910039821, -120.137342430889, -120.136754750839, -120.136147181969, -120.135519907843, -120.134873122591, -120.134207021388, -120.133521807628, -120.132817689465, -120.132094887773, -120.131353616655, -120.130594106356, -120.129724973945, -120.131550522373, -120.141089950422, -120.141196155936, -120.141496555296, -120.141937334294, 
-120.142196180616, -120.14229301324, -120.142446365524, -120.142986526184, -120.14354803717, -120.144263979292, -120.145247245577, -120.146532836963, -120.147903496355, -120.148711406601, -120.149174974391, -120.149378007599, -120.149306143832, -120.149282468572, -120.149435616696, -120.149751180796, -120.150319201935, -120.15125917483, -120.151686652035, -120.151818797041, -120.151936232036, -120.152123619812, -120.152163321564, -120.152082775272, -120.152101397565, -120.152683805591, -120.153280189774, 
-120.153798761754, -120.154458342841, -120.155054668282, -120.155193893592, -120.155333811957, -120.155691433111, -120.156196514285, -120.156856914094, -120.157397953313, -120.157980017389, -120.158492843779, -120.159272339082, -120.160164678647, -120.160832506272, -120.161078716802, -120.161206125417, -120.161397334897, -120.161679963405, -120.162082190064, -120.162815829383, -120.163414501249, -120.164217381851, -120.164780937762, -120.16509180096, -120.165437482224, -120.166170136626, -120.167099108896, 
-120.168162161252, -120.168901101557, -120.170046716915, -120.17107322051, -120.171895615841, -120.172506644519, -120.173124202693, -120.173467947527, -120.173868486008, -120.174394764298, -120.174766835299, -120.175505263718, -120.17630641827, -120.176882639273, -120.177711068265, -120.178477033252, -120.179067208957, -120.179727717857, -120.180001926171, -120.180346019206, -120.180731841933, -120.181047336627, -120.181517506146, -120.182121925561, -120.182872673231, -120.183483842694, -120.184361007677, 
-120.184851246192, -120.185131563103, -120.185376506004, -120.185775559411, -120.186237519139, -120.186749031586, -120.187204207393, -120.187582063653, -120.188049981625, -120.188216743327, -120.188510981829, -120.188783651401, -120.189070691046, -120.189484803518, -120.189863874784, -120.190530801472, -120.191667842139, -120.19222266446, -120.192658095364, -120.19298737479, -120.193295203749, -120.193314614917, -120.193347306092, -120.193466551047, -120.193591545522, -120.19358341357, -120.193505155144, 
-120.193503687888, -120.193573157699, -120.193768964623, -120.194112590876, -120.194505500349, -120.194792704883, -120.195051481003, -120.195260572101, -120.19530194821, -120.195403417309, -120.195495345628, -120.195945938029, -120.196276903634, -120.19639801978, -120.196822771631, -120.197409332072, -120.197990242164, -120.198472205831, -120.198876028415, -120.199109107837, -120.199871734835, -120.200577429355, -120.201219146665, -120.202276508613, -120.202910822471, -120.203003515437, -120.203180407829, 
-120.203519298594, -120.20393610749, -120.204336110124, -120.204250696953, -120.204293079657, -120.204569572104, -120.204909191242, -120.205341176814, -120.205680959482, -120.205964987681, -120.206177197339, -120.20663612351, -120.206904519213, -120.206969106137, -120.206907290035, -120.206628346425, -120.206215595721, -120.205505785413, -120.204591789215, -120.203790208411, -120.202778693255, -120.200564899471, -120.200080773559, -120.198918037687, -120.19721229342, -120.196269938526, -120.195601795306, 
-120.193684556547, -120.192617071556, -120.191086157434, -120.18999076135, -120.189387147653, -120.189514605294, -120.189860245487, -120.190404129029, -120.190716471483, -120.18422091727, -120.184103247996, -120.183561232169, -120.174397965688, -120.164998159105, -120.152972958574, -120.153046484538, -120.153019573905, -120.152942613263, -120.152918309723, -120.147150661456, -120.134227221586, -120.13418849344, -120.133137868101, -120.13208056829, -120.131025434456, -120.129969039489, -120.128912462834, 
-120.127873200216, -120.126833939246, -120.126223487244, -120.125777365437, -120.125011993966, -120.125031296982, -120.125024680548, -120.125018061996, -120.125015656357, -120.124936094806, -120.124519831651, -120.124237817022, -120.123927420741, -120.123728953227, -120.123569441298, -120.123407754595, -120.123250758108, -120.123082752287, -120.12254164643, -120.122288436366, -120.121165825242, -120.120335365802, -120.120186202746, -120.119357585325, -120.118827408962, -120.115678849089, -120.114981558708, 
-120.114297916538, -120.11425198784, -120.113861206029, 39.0615173589258, 39.0609842159788, 39.0601817841899, 39.0594587389006, 39.0586765758412, 39.0569492564427, 39.0562210961867, 39.0554565090582, 39.0548617361662, 39.0541012560858, 39.0519067296194, 39.0508164421998, 39.0493423454308, 39.0489259171175, 39.0482998238864, 39.0476222464158, 39.0466972172047, 39.0459349798925, 39.0446354933132, 39.0444496051173, 39.0443418990762, 39.0442062203667, 39.0442961017097, 39.0440401308129, 39.0434118671336, 
39.0429629555942, 39.0426825987856, 39.0424467008416, 39.0422138199514, 39.0417545301724, 39.0413755494046, 39.0410657558839, 39.0408980197007, 39.0404942608602, 39.0401723857612, 39.0399622065848, 39.0398515841429, 39.0399956676757, 39.0399234688612, 39.0395162489085, 39.0389079064577, 39.0382265172324, 39.0380158926332, 39.0374598292068, 39.0369240881659, 39.0363867973942, 39.0360485531553, 39.035974918643, 39.0360703495458, 39.0361388570228, 39.0361584649733, 39.0361305896053, 39.0358679836378, 
39.0353689271334, 39.0349521740512, 39.0346347580295, 39.0343352211205, 39.0338650693726, 39.0336048202303, 39.0335315706273, 39.0334523812674, 39.033277111325, 39.033228345762, 39.0322751775318, 39.0318691905669, 39.0314963220919, 39.0311588786847, 39.0310174545307, 39.030951809131, 39.0306496930151, 39.0304586946396, 39.0301722384713, 39.0297615203315, 39.0290567204919, 39.0286343585097, 39.0281568992468, 39.0276794398747, 39.0269968284207, 39.0260698820071, 39.0258839479608, 39.0256742736059, 
39.0254373022379, 39.0250426600468, 39.0245894049591, 39.0243559529487, 39.0240487302918, 39.0237672973132, 39.0233423429503, 39.0230527900777, 39.0227359409431, 39.022446890887, 39.0221431869979, 39.021747540837, 39.0214939050545, 39.0211371927948, 39.0209053640067, 39.0201225974118, 39.0199468952385, 39.0200283173619, 39.0199905774576, 39.0199639919418, 39.0197609418416, 39.0186934211627, 39.0183588028795, 39.0173943834586, 39.0171447475374, 39.0168851923132, 39.0169199218658, 39.0169982169886, 
39.017227512351, 39.0171101952422, 39.01680120164, 39.0161949269744, 39.0133508608108, 39.009822028057, 39.0058520510182, 39.0021867662431, 39.0013461407867, 39.0003413412775, 38.9993367410747, 38.9983326485404, 38.9973293698855, 38.9963272110849, 38.9953264791429, 38.9943274766635, 38.9933305100633, 38.9923358804601, 38.9913438918277, 38.9903548501822, 38.9893690508395, 38.9883867990604, 38.9874083914042, 38.9864341263306, 38.9854643033011, 38.9844992130482, 38.9835391525645, 38.9825844138274, 38.9816352859899, 
38.9806920613188, 38.9797550239144, 38.9788244626487, 38.9779006575546, 38.9769838913553, 38.976074441676, 38.9751725889466, 38.9742786046452, 38.9733927623254, 38.9725153319606, 38.9716465783729, 38.9707867682057, 38.969936163794, 38.9690950230811, 38.9682636025156, 38.9674421538721, 38.9666309284173, 38.9657412745256, 38.9657708029383, 38.9656328060006, 38.9658358069409, 38.9663502208413, 38.9669239119349, 38.9672322426969, 38.9677341221474, 38.968054303949, 38.9683550517153, 38.9685921585341, 
38.9688881613066, 38.9692760455814, 38.969511623242, 38.9696728194611, 38.9699032515568, 38.970142975343, 38.9703627093814, 38.9707430173091, 38.9713562484466, 38.9717034525609, 38.9720372590305, 38.9724363143082, 38.9730415231319, 38.9734263516153, 38.973828171435, 38.9744105632518, 38.9750901585036, 38.9757737447014, 38.9765596790098, 38.9771177154841, 38.9774983515085, 38.9778605897866, 38.9783060062292, 38.9788647199278, 38.9792089315815, 38.9795745202489, 38.9797689249034, 38.9800655416409, 
38.9803851909808, 38.9805474861544, 38.9807670616662, 38.9811386696305, 38.9814130563182, 38.9816982318899, 38.9819172829129, 38.9820433175964, 38.9819862799308, 38.9817989639446, 38.9814514497849, 38.981083438982, 38.9806311073493, 38.9800887051214, 38.9798202217329, 38.9795371837981, 38.9792336110319, 38.9789008611489, 38.9785401386241, 38.9782680031432, 38.977990530993, 38.9777274249677, 38.9776532918689, 38.9777212457951, 38.9778194538711, 38.9780313088264, 38.9782669265887, 38.9785113725309, 
38.978754257269, 38.9789685723102, 38.9792605373783, 38.9793945453634, 38.9795185749957, 38.9796498983649, 38.979832389718, 38.9801701592928, 38.9804015214421, 38.9806376726845, 38.9807367732594, 38.9808193800168, 38.9809000806291, 38.9811958496931, 38.9814755179982, 38.9817779904264, 38.9820497719355, 38.9824076407199, 38.9827332815501, 38.9833038955983, 38.9838039962363, 38.9842557780423, 38.9846184386833, 38.9851840862618, 38.9857930546316, 38.9863646345318, 38.9869827932308, 38.9876300899379, 
38.9886442762522, 38.9892252754393, 38.9896406324828, 38.99006558685, 38.9904811392144, 38.9907220516406, 38.9910179717063, 38.991450151104, 38.992148721476, 38.9924218057609, 38.9927431996527, 38.9930945239683, 38.9936266074837, 38.9942026243613, 38.9948413389523, 38.9950542781573, 38.9954832666603, 38.9958077973451, 38.9961612762462, 38.9965216586429, 38.9968710908588, 38.9971900349263, 38.9975950137144, 38.9979085568148, 38.9981979685506, 38.9987133733763, 38.9993832846546, 38.999733484132, 38.9999198836035, 
39.0001425790318, 39.0003103973844, 39.0004814939519, 39.0010637299347, 39.0018268190463, 39.0028737405918, 39.0042271063743, 39.0053940025099, 39.0064279152669, 39.0067638436027, 39.0076888080977, 39.008399126628, 39.0087868886541, 39.009541588496, 39.0100286393776, 39.0103233732652, 39.0106608374754, 39.0110298825421, 39.0116219993719, 39.0126360830676, 39.0132258795567, 39.0136886541533, 39.014045898776, 39.0146221159756, 39.0155651417309, 39.0162404453035, 39.0170073682079, 39.0174069146381, 
39.0178357075312, 39.0182246980593, 39.0186553304147, 39.0191795258397, 39.0198898648673, 39.0206579372012, 39.0210738361352, 39.0212521142551, 39.0214903552643, 39.0219865991529, 39.0229752921387, 39.0231789224135, 39.023660845347, 39.0241933760186, 39.0244084017254, 39.0247420225429, 39.0258846064341, 39.0266075108908, 39.0278115404335, 39.0286613045839, 39.0292273461735, 39.0294851052935, 39.0297549103765, 39.0304516977316, 39.0309295949553, 39.0310468760041, 39.0325539808104, 39.0383916746014, 
39.038462317125, 39.0385322532662, 39.0383619244831, 39.0457919084164, 39.049357408759, 39.0529011748599, 39.0533941162146, 39.0531742434681, 39.0528348779806, 39.056504681382, 39.0565013566853, 39.056502361792, 39.0565034124122, 39.056499917037, 39.0565009120469, 39.0565023241963, 39.0565037279974, 39.056504286659, 39.0565046936867, 39.0565693934108, 39.0584014024339, 39.0598833737474, 39.0613653429202, 39.0618337934234, 39.0643292665641, 39.064002770969, 39.0638642975735, 39.0635374369713, 39.0633674473957, 
39.0632092280014, 39.0630201001259, 39.0627991071305, 39.0625239526805, 39.0616268558085, 39.0612070537807, 39.0634722220955, 39.0649664734054, 39.0652608912319, 39.0653974792813, 39.0653236458295, 39.0630532159299, 39.0626023939407, 39.0620338353944, 39.0618349484217, 39.0615173589258)))",13-18 mi
